book_id,title,categories,author_names,price,description
OL5372402W,"SQL, the complete reference",Computer Technology; Nonfiction; Relational databases; SQL (Computer program language),Paul N. Weinberg,157.02,"The Definitive Guide to SQLGet comprehensive coverage of every aspect of SQL from three leading industry experts. Revised with coverage of the latest RDBMS software versions, this one-stop guide explains how to build, populate, and administer high-performance databases and develop robust SQL-based applications.SQL: The Complete Reference, Third Edition shows you how to work with SQL commands and statements, set up relational databases, load and modify database objects, perform powerful queries, tune performance, and implement reliable security policies. Learn how to employ DDL statements and APIs, integrate XML and Java scripts, use SQL objects, build web servers, handle remote access, and perform distributed transactions. Techniques for managing in-memory, stream, and embedded databases that run on today's mobile, handheld, and wireless devices are included in this in-depth volume.Build SQL-based relational databases and applicationsCreate, load, and modify database objects using SQLConstruct and execute simple, multitable, and summary queriesImplement security measures with authentication, privileges, roles, and viewsHandle database optimization, backup, recovery, and replicationWork with stored procedures, functions, extensions, triggers, and objectsExtend functionality using APIs, dynamic SQL, and embedded SQLExplore advanced topics such as DBMS transactions, locking mechanisms, materialized views, and two-phase commit protocolUnderstand the latest market trends and the future of SQL"
OL523084W,Sams teach yourself beginning databases in 24 hours,Computer Technology; Database management; Databases; Nonfiction; Relational databases; Technology,Ronald R. Plew,159.14,"A reader's first book for learning about relational databases. 
Teaches readers how to organize data into relational tables. 
Hands-on experience with Structured Query Language (SQL), the language of relational databases. 
Introduces the reader to many databases and formats, such as Excel, Access, SQL Server, Oracle, and MySQL. 
Database technology has become commonplace in virtually all types of computer uses, ranging from even the most simple Web sites to numerous casual personal tasks. Sams Teach Yourself Beginning Databases in 24 Hours provides a solid foundation that any reader needing to learn current database technologies can apply and use today. This book has an easy-to-understand format and includes numerous real-world examples that will help the reader relate to databases that are in use by businesses today. Numerous diagrams and code examples, quizzes and exercises that increase the reader's understanding of the material are a key benefit. After completing this book the reader will be able to build and use simple databases using any modern database tool and will be prepared to move on to more complex projects. 
Ryan Stephens and Ron Plew are President and Vice President of Perpetual Technologies, Inc., where their duties include Oracle database administration and consulting and training in Oracle, SQL, and UNIX. They have both been teaching at the college level for more than five years as adjunct professors at Indiana University-Purdue University in Indianapolis, IN. Both are Oracle Certified Professionals. Ryan and Ron have co-authored: Sams Teach Yourself SQL in 24 Hours, Second Edition and Sams Teach Yourself SQL in 21 Days."
OL5069370W,Microsoft SQL Server 2000 Bible with CD-ROM,Relational databases; Client/server computing; SQL server,Paul Nielsen,104.3,
OL5752589W,Microsoft SQL Server 2005 Stored Procedure Programming in T-SQL & .NET,Client/server computing; Relational databases; Computer programming; SQL server; Sql server,Dejan Sunderic,50.59,
OL556941W,Oracle DBA handbook,Oracle (Computer file); Relational databases; Oracle (système informatique); Bases de données relationnelles,Kevin Loney,63.83,
OL5814102W,SQLite,Computer Technology; Database management; Nonfiction; PHP (Computer program language); Professional; Relational databases; SQL (Computer program language); Technology; Databases,Chris Newman,144.49,"A thorough, practical guide to using, administering, and programming the popular database that is bundled with PHP 5.
SQLite is the next big thing in the PHP Web development world - the popular, easy to use database is supported by, and bundled with, the much-anticipated PHP 5.
With over 15 million PHP Web sites, the release of PHP 5 will create a tremendous influx of new SQLite users.
The book provides a thorough, hands-on guide to using, administering, and programming SQLite. 

SQLite is a small, fast, embeddable database that is being bundled with PHP 5. This means that SQLite will be used -- or at least tried out -- by the millions of developers that use PHP. There is some online documentation of SQLite, but it isn't organized in a useful fashion, it has large gaps, and it leans heavily on coding comments. ""It's small, fast and very low footprint,. . .I'm exceedingly pleased with SQLite. Since converting. . . to use it, performance and space efficiency have vastly improved over previous versions, and the ease-of-use (and ease-of-setup) perspective makes it tremendously more appropriate for embedded use in a tool of this sort than depending on a full-fledged out-of-process database server. In short: Try it. You'll like it."" -- Review on Freshmeat.
Chris Newman is a consultant programmer specializing in database development with an Internet twist. He has extensive commercial experience of using PHP to integrate various database systems and has produced a wide range of applications for an international client base. He runs Lightwood Consultancy Ltd, the company he founded in 1999 to further his interest in online database development. Newman has served as a technical editor on several books from Sams, including PHP and MySQL Web Development, Teach Yourself PHP, MySQL and Apache All in One, and Red Hat Linux Unleashed."
OL5859105W,Hibernate quickly,Hibernate (Electronic resource); Java (Computer program language); Object-oriented programming (Computer science); Relational databases; Java; Programming Languages; COMPUTERS; Programming; Object Oriented; Java (computer program language),Patrick Peak,64.52,
OL5858962W,Oracle database 11g,Relational databases; Oracle (Computer file); Database management; Oracle (computer system),Sam R. Alapati,59.89,"A guide to the features of Oracle Database 11g covers such topics as database administration, performance management, database security, backup and recovery, Oracle streams, storage management, application development, and data warehousing."
OL5743079W,Oracle9i DBA JumpStart,Computer Technology; Database management; Management; Nonfiction; Oracle (Computer file); Relational databases; Oracle (computer system),Robert J Bryla,20.55,"Get Up to Speed for Oracle9i Administration Training Courses--Fast!  Oracle9i DBA JumpStart gives you the solid grounding you need to approach Oracle certification with confidence:   Introduction to relational database concepts   Using basic SQLPlus and iSQLPlus commands   Understanding Oracle database functions   Using multiple tables   Restricting, sorting, and grouping data   Creating and maintaining a database   Using SQLPlus reporting techniques   Creating and maintaining database objects   Setting up users and managing security   Configuring optimization   Creating backups   Troubleshooting"
OL5745486W,Business Objects,"Business; BusinessObjects; Computer Technology; Data processing; Mathematics; Nonfiction; Relational databases; BUSINESS & ECONOMICS; Office Automation; Businessobjects (computer program); Business, data processing",Cindi Howson,28.78,"The Definitive Resource on BusinessObjectsCovers BusinessObjects administrator and end-user tools for query, reporting, and analysisImprove profitability and operations in your company by leveraging BusinessObjects with help from this comprehensive guidebook. Divided into three digestible sections, Business Objects: The Complete Reference will help you get fully acquainted with this sophisticated tool set, design and build a user-friendly interface, then reap the rewards of reporting and analysis. Learn how to align your implementation with business goals, define user segments, devise the best deployment strategy, and design and build your universe to ensure success. Finally, create reports that will help you explore and analyze data, make complex queries, and improve business decision-making and execution based on one of the leading business intelligence tools.Determine your goals and implement a BusinessObjects deployment strategy Use marketing techniques to boost BusinessObjects usage Create the appropriate business representation of your data warehouse or transaction database Enhance your universe with custom hierarchies and drill through to detail Design insightful reports using tables, charts, breaks, and formulas Access, analyze, and explore huge amounts of data to improve profitability and manage costs Translate a business question into an efficient query Customize the portal to create a simple Web-based dashboard"
